ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
688169.SH,20251113,159.45,165.31,159.45,161.81,159.15,2.66,1.6714,32676.94,532595.349
688169.SH,20251112,158.5,160.99,157.61,159.15,158.67,0.48,0.3025,32317.45,515247.165
688169.SH,20251111,157.26,159.8,154.33,158.67,157.26,1.41,0.8966,40381.32,636170.585
688169.SH,20251110,154.5,157.64,153.0,157.26,154.49,2.77,1.793,39119.29,609170.201
688169.SH,20251107,158.05,158.99,153.8,154.49,158.25,-3.76,-2.376,37049.23,577438.035
688169.SH,20251106,157.01,159.15,155.71,158.25,156.5,1.75,1.1182,30745.44,484643.603
688169.SH,20251105,153.01,159.49,153.01,156.5,155.0,1.5,0.9677,34031.47,535024.626
688169.SH,20251104,156.75,157.3,153.7,155.0,156.97,-1.97,-1.255,38993.84,605030.701
688169.SH,20251103,163.38,164.21,154.11,156.97,163.4,-6.43,-3.9351,88147.91,1379078.893
688169.SH,20251031,172.0,172.0,158.32,163.4,185.77,-22.37,-12.0418,119048.34,1937467.556
688169.SH,20251030,188.6,190.53,184.8,185.77,188.35,-2.58,-1.3698,25676.39,480473.336
688169.SH,20251029,185.24,189.2,181.86,188.35,185.45,2.9,1.5638,27112.97,502429.826
688169.SH,20251028,185.55,187.0,184.02,185.45,185.01,0.44,0.2378,22822.37,423151.739
688169.SH,20251027,188.98,191.5,183.5,185.01,186.4,-1.39,-0.7457,32450.75,605479.149
688169.SH,20251024,184.92,187.77,183.0,186.4,183.8,2.6,1.4146,32107.22,596143.006
688169.SH,20251023,183.57,184.64,180.13,183.8,183.36,0.44,0.24,31304.71,573461.055
688169.SH,20251022,178.88,184.55,177.52,183.36,179.08,4.28,2.39,35603.23,651686.066
688169.SH,20251021,177.54,182.99,176.0,179.08,176.3,2.78,1.5769,39524.63,710175.765
688169.SH,20251020,175.0,180.92,174.58,176.3,173.0,3.3,1.9075,37246.83,660757.102
688169.SH,20251017,179.07,180.5,172.56,173.0,179.0,-6.0,-3.352,35962.36,632111.526
688169.SH,20251016,184.0,185.53,178.31,179.0,184.38,-5.38,-2.9179,40912.72,739054.745
688169.SH,20251015,183.16,185.98,180.79,184.38,183.59,0.79,0.4303,34386.04,630402.12
688169.SH,20251014,190.06,191.15,183.02,183.59,187.5,-3.91,-2.0853,47916.08,888980.424
688169.SH,20251013,191.0,192.0,183.1,187.5,197.79,-10.29,-5.2025,60860.52,1138272.954
688169.SH,20251010,202.75,205.8,197.02,197.79,202.8,-5.01,-2.4704,43664.39,881191.377
688169.SH,20251009,210.23,212.0,199.86,202.8,209.78,-6.98,-3.3273,50791.81,1031007.205
688169.SH,20250930,208.19,211.8,207.31,209.78,209.23,0.55,0.2629,27514.56,576286.87
688169.SH,20250929,208.65,212.4,205.83,209.23,208.61,0.62,0.2972,34838.23,726481.663
688169.SH,20250926,209.27,211.34,207.43,208.61,210.25,-1.64,-0.78,30809.19,645157.981
688169.SH,20250925,202.44,214.9,201.04,210.25,201.2,9.05,4.498,48019.25,1007617.52
688169.SH,20250924,198.66,204.17,198.01,201.2,200.35,0.85,0.4243,39056.32,788853.792
688169.SH,20250923,200.64,203.0,196.1,200.35,200.22,0.13,0.0649,42313.48,841806.636
688169.SH,20250922,208.96,210.5,195.0,200.22,211.49,-11.27,-5.3289,77283.06,1541900.84
688169.SH,20250919,212.43,216.0,210.5,211.49,212.43,-0.94,-0.4425,28747.85,613230.739
688169.SH,20250918,217.83,219.09,209.51,212.43,218.0,-5.57,-2.555,51271.46,1103656.743
688169.SH,20250917,206.0,219.53,205.5,218.0,204.14,13.86,6.7895,59099.18,1270565.701
688169.SH,20250916,202.9,205.02,200.5,204.14,202.68,1.46,0.7203,39038.96,790974.427
688169.SH,20250915,198.68,206.49,195.17,202.68,197.0,5.68,2.8832,44317.74,891363.376
688169.SH,20250912,202.41,204.66,197.0,197.0,201.5,-4.5,-2.2333,47728.36,956775.698
688169.SH,20250911,205.78,206.5,197.51,201.5,206.1,-4.6,-2.2319,56371.99,1130400.553
688169.SH,20250910,206.16,207.88,204.13,206.1,206.28,-0.18,-0.0873,23458.87,482793.032
688169.SH,20250909,209.44,212.0,205.03,206.28,208.81,-2.53,-1.2116,28933.82,601071.433
688169.SH,20250908,209.7,213.88,207.45,208.81,210.0,-1.19,-0.5667,46080.42,967667.686
688169.SH,20250905,205.0,210.88,202.53,210.0,202.9,7.1,3.4993,42272.85,873784.215
688169.SH,20250904,208.23,208.23,196.02,202.9,208.96,-6.06,-2.9001,59492.58,1198804.184
688169.SH,20250903,208.95,215.0,206.03,208.96,207.89,1.07,0.5147,32022.43,673178.041
688169.SH,20250902,210.0,213.87,205.12,207.89,212.0,-4.11,-1.9387,39270.19,820135.231
688169.SH,20250901,213.9,219.8,209.3,212.0,214.89,-2.89,-1.3449,49882.62,1064454.63
688169.SH,20250829,211.0,217.49,210.02,214.89,211.15,3.74,1.7713,42513.35,909992.579
688169.SH,20250828,213.0,217.75,205.5,211.15,212.36,-1.21,-0.5698,61190.27,1289738.805
688169.SH,20250827,208.81,222.1,208.0,212.36,208.5,3.86,1.8513,69192.51,1507207.113
688169.SH,20250826,212.68,214.99,207.74,208.5,211.78,-3.28,-1.5488,42985.66,905024.575
688169.SH,20250825,215.0,218.42,208.5,211.78,212.39,-0.61,-0.2872,62415.75,1335460.045
688169.SH,20250822,206.53,214.41,204.17,212.39,207.48,4.91,2.3665,75046.48,1565058.558
688169.SH,20250821,204.39,210.67,203.68,207.48,204.1,3.38,1.6561,51588.54,1072576.115
688169.SH,20250820,204.3,207.7,200.6,204.1,206.7,-2.6,-1.2579,47493.2,966281.407
688169.SH,20250819,208.0,208.21,200.88,206.7,209.04,-2.34,-1.1194,66622.16,1368600.259
688169.SH,20250818,197.58,211.5,194.21,209.04,182.95,26.09,14.2607,116607.22,2387591.664
688169.SH,20250815,176.48,183.6,176.48,182.95,175.86,7.09,4.0316,48843.55,880979.502
688169.SH,20250814,178.36,179.34,175.0,175.86,179.34,-3.48,-1.9404,39024.29,690270.578
688169.SH,20250813,181.81,184.38,178.1,179.34,181.38,-2.04,-1.1247,38348.24,693997.238
688169.SH,20250812,178.0,187.78,177.08,181.38,178.1,3.28,1.8417,48971.63,901510.77
688169.SH,20250811,178.5,179.9,175.59,178.1,177.02,1.08,0.6101,21166.02,376700.113
688169.SH,20250808,178.28,179.24,176.64,177.02,177.26,-0.24,-0.1354,20129.26,358080.859
688169.SH,20250807,179.0,179.97,176.17,177.26,178.46,-1.2,-0.6724,24620.26,437520.852
688169.SH,20250806,179.35,180.6,177.11,178.46,179.1,-0.64,-0.3573,26395.42,470840.043
688169.SH,20250805,178.35,185.0,178.27,179.1,178.27,0.83,0.4656,37357.23,675325.941
688169.SH,20250804,171.13,180.0,170.72,178.27,172.4,5.87,3.4049,40384.66,716968.078
688169.SH,20250801,173.8,176.97,170.52,172.4,173.36,-0.96,-0.5538,26597.47,460056.716
688169.SH,20250731,175.96,179.79,172.6,173.36,176.8,-3.44,-1.9457,37654.2,661022.669
688169.SH,20250730,177.53,179.6,175.7,176.8,179.87,-3.07,-1.7068,32293.0,573518.837
688169.SH,20250729,168.75,181.88,168.1,179.87,168.92,10.95,6.4824,66997.9,1180856.324
688169.SH,20250728,166.37,172.5,166.01,168.92,166.0,2.92,1.759,50135.79,852872.092
688169.SH,20250725,160.9,167.49,160.66,166.0,161.3,4.7,2.9138,45634.48,748966.653
688169.SH,20250724,162.3,162.65,159.78,161.3,162.21,-0.91,-0.561,27605.92,443552.54
688169.SH,20250723,159.82,164.87,159.81,162.21,159.82,2.39,1.4954,35845.13,584354.554
688169.SH,20250722,160.62,160.97,158.42,159.82,160.26,-0.44,-0.2746,26149.47,417046.058
688169.SH,20250721,162.8,163.5,159.12,160.26,163.08,-2.82,-1.7292,26948.09,431678.633
688169.SH,20250718,167.49,168.88,163.0,163.08,166.8,-3.72,-2.2302,28163.36,462829.835
688169.SH,20250717,161.41,168.77,161.01,166.8,161.22,5.58,3.4611,45701.18,760435.227
688169.SH,20250716,163.69,165.8,160.7,161.22,163.7,-2.48,-1.515,31346.35,508996.262
688169.SH,20250715,162.15,164.5,161.11,163.7,162.89,0.81,0.4973,49351.06,806971.549
688169.SH,20250714,151.28,166.47,151.28,162.89,148.61,14.28,9.609,90412.16,1447437.594
688169.SH,20250711,148.86,151.36,148.02,148.61,148.78,-0.17,-0.1143,30780.1,460573.059
688169.SH,20250710,150.0,151.02,148.2,148.78,150.0,-1.22,-0.8133,25070.28,373649.421
688169.SH,20250709,155.15,155.15,149.48,150.0,153.95,-3.95,-2.5658,36492.15,551370.236
688169.SH,20250708,153.6,155.39,153.1,153.95,153.6,0.35,0.2279,16806.35,258883.475
688169.SH,20250707,156.0,156.18,152.12,153.6,156.18,-2.58,-1.6519,15127.48,232657.313
688169.SH,20250704,157.96,158.4,154.5,156.18,158.44,-2.26,-1.4264,21331.08,334152.271
688169.SH,20250703,155.6,161.19,155.6,158.44,155.68,2.76,1.7729,22397.39,355734.739
688169.SH,20250702,154.2,157.8,154.06,155.68,154.64,1.04,0.6725,23212.02,362948.143
688169.SH,20250701,156.28,157.3,153.77,154.64,156.55,-1.91,-1.2201,25454.12,395566.389
688169.SH,20250630,156.66,158.49,155.11,156.55,156.18,0.37,0.2369,21917.09,342950.168
688169.SH,20250627,158.4,159.88,155.34,156.18,158.4,-2.22,-1.4015,23311.98,366340.682
688169.SH,20250626,153.0,160.58,153.0,158.4,152.8,5.6,3.6649,55278.58,874644.026
688169.SH,20250625,144.0,153.38,144.0,152.8,143.75,9.05,6.2957,50112.75,751976.761
688169.SH,20250624,143.7,146.44,142.89,143.75,142.83,0.92,0.6441,37745.19,544426.851
688169.SH,20250623,207.15,208.5,200.08,201.0,208.54,-7.54,-3.6156,35114.41,711660.911
688169.SH,20250620,208.34,209.99,205.41,208.54,208.5,0.04,0.0192,16150.78,335210.097
688169.SH,20250619,208.1,212.0,207.0,208.5,208.95,-0.45,-0.2154,12314.92,257807.536
688169.SH,20250618,211.21,212.68,208.3,208.95,211.75,-2.8,-1.3223,11153.51,233951.799
688169.SH,20250617,213.69,215.4,210.02,211.75,213.12,-1.37,-0.6428,11312.79,240512.484
688169.SH,20250616,212.5,215.42,209.41,213.12,212.85,0.27,0.1268,13277.81,282160.705
688169.SH,20250613,215.01,216.0,211.5,212.85,216.08,-3.23,-1.4948,22176.28,472982.644
688169.SH,20250612,217.01,219.5,215.68,216.08,217.85,-1.77,-0.8125,12561.85,272687.176
688169.SH,20250611,218.6,221.76,217.55,217.85,218.33,-0.48,-0.2199,12836.13,281071.494
688169.SH,20250610,220.23,223.55,218.18,218.33,220.25,-1.92,-0.8717,13063.81,288074.031
688169.SH,20250609,222.8,222.8,216.5,220.25,222.7,-2.45,-1.1001,17650.58,387570.412
688169.SH,20250606,221.4,223.4,219.22,222.7,221.37,1.33,0.6008,10157.86,225503.379
688169.SH,20250605,229.43,230.0,221.0,221.37,229.39,-8.02,-3.4962,25110.15,560217.845
688169.SH,20250604,228.5,230.23,226.0,229.39,228.0,1.39,0.6096,8693.16,199094.588
688169.SH,20250603,225.4,228.84,224.11,228.0,227.48,0.52,0.2286,18533.62,418749.299
688169.SH,20250530,227.64,230.8,226.12,227.48,227.64,-0.16,-0.0703,13231.73,302917.314
688169.SH,20250529,236.19,238.1,226.03,227.64,236.96,-9.32,-3.9332,21992.27,506052.217
688169.SH,20250528,230.73,238.5,229.02,236.96,229.79,7.17,3.1202,20944.43,491245.464
688169.SH,20250527,233.01,234.5,229.02,229.79,232.5,-2.71,-1.1656,14404.69,332207.388
688169.SH,20250526,242.1,243.0,230.49,232.5,243.01,-10.51,-4.3249,29274.05,689423.559
688169.SH,20250523,236.3,243.5,235.02,243.01,237.6,5.41,2.2769,29024.72,701162.795
688169.SH,20250522,228.23,238.0,227.28,237.6,229.35,8.25,3.5971,30015.33,707612.247
688169.SH,20250521,225.8,237.48,225.46,229.35,230.47,-1.12,-0.486,29181.12,677399.339
688169.SH,20250520,219.0,232.61,218.9,230.47,219.79,10.68,4.8592,30132.11,685010.662
688169.SH,20250519,216.69,221.96,213.02,219.79,218.0,1.79,0.8211,16378.69,356143.94
688169.SH,20250516,219.68,220.8,216.28,218.0,220.68,-2.68,-1.2144,18503.8,404895.67
688169.SH,20250515,217.48,220.78,214.2,220.68,218.5,2.18,0.9977,22665.35,494390.032
688169.SH,20250514,213.0,219.99,210.87,218.5,213.99,4.51,2.1076,25867.36,562005.289
688169.SH,20250513,221.2,222.0,212.0,213.99,217.67,-3.68,-1.6906,26514.0,571463.904
688169.SH,20250512,206.88,218.19,206.88,217.67,203.4,14.27,7.0157,35048.76,742038.323
688169.SH,20250509,203.54,205.5,201.41,203.4,204.4,-1.0,-0.4892,13598.81,276411.675
688169.SH,20250508,199.71,205.3,199.01,204.4,200.08,4.32,2.1591,21571.34,439314.927
688169.SH,20250507,203.88,206.0,198.11,200.08,197.0,3.08,1.5635,30640.87,618197.823
688169.SH,20250506,193.05,199.0,190.01,197.0,193.48,3.52,1.8193,24799.86,487040.878
688169.SH,20250430,181.0,193.54,180.0,193.48,185.47,8.01,4.3188,48772.59,921473.13
688169.SH,20250429,188.88,188.88,183.78,185.47,188.0,-2.53,-1.3457,15708.42,293020.891
688169.SH,20250428,192.0,192.07,187.31,188.0,191.28,-3.28,-1.7148,16450.43,310194.439
688169.SH,20250425,189.03,194.77,189.0,191.28,188.47,2.81,1.491,26759.79,515610.039
688169.SH,20250424,186.98,192.2,186.98,188.47,187.8,0.67,0.3568,24357.79,462153.631
688169.SH,20250423,190.11,192.18,187.11,187.8,185.0,2.8,1.5135,28830.15,545606.186
688169.SH,20250422,184.83,188.31,183.11,185.0,184.49,0.51,0.2764,20463.46,380357.484
688169.SH,20250421,181.91,185.4,179.8,184.49,181.9,2.59,1.4239,22134.31,405280.721
688169.SH,20250418,183.8,184.5,180.09,181.9,183.79,-1.89,-1.0283,17413.82,316356.042
688169.SH,20250417,181.07,184.96,181.01,183.79,183.6,0.19,0.1035,20373.82,374381.723
688169.SH,20250416,185.89,185.89,181.13,183.6,185.5,-1.9,-1.0243,23502.98,429072.171
688169.SH,20250415,188.97,189.4,182.7,185.5,188.98,-3.48,-1.8415,32380.7,598001.07
688169.SH,20250414,193.0,193.99,187.8,188.98,190.8,-1.82,-0.9539,31311.61,597721.542
688169.SH,20250411,192.0,192.99,185.32,190.8,195.0,-4.2,-2.1538,48435.59,913740.878
688169.SH,20250410,198.88,203.0,190.66,195.0,186.81,8.19,4.3841,51900.62,1020494.568
688169.SH,20250409,176.3,187.2,173.0,186.81,184.52,2.29,1.2411,55242.61,1004618.02
688169.SH,20250408,188.49,193.0,178.67,184.52,188.07,-3.55,-1.8876,54264.58,1001091.342
688169.SH,20250407,201.69,211.66,180.82,188.07,226.03,-37.96,-16.7942,69761.77,1350908.096
688169.SH,20250403,238.0,239.0,218.26,226.03,247.4,-21.37,-8.6378,70546.48,1602812.443
688169.SH,20250402,244.75,248.4,240.71,247.4,245.32,2.08,0.8479,13195.15,323378.943
688169.SH,20250401,243.51,246.4,241.52,245.32,243.18,2.14,0.88,11778.0,288282.583
688169.SH,20250331,245.52,248.4,241.6,243.18,246.26,-3.08,-1.2507,18406.51,450688.637
688169.SH,20250328,248.2,249.9,245.42,246.26,249.51,-3.25,-1.3026,14932.36,369097.662
688169.SH,20250327,244.6,254.85,243.18,249.51,244.6,4.91,2.0074,22502.56,561147.652
688169.SH,20250326,250.7,252.33,244.5,244.6,251.22,-6.62,-2.6351,21683.16,534798.227
688169.SH,20250325,253.5,254.78,248.8,251.22,254.8,-3.58,-1.405,20177.27,506538.463
688169.SH,20250324,250.05,256.75,248.4,254.8,250.0,4.8,1.92,25023.97,633631.378
688169.SH,20250321,256.0,264.77,249.5,250.0,249.78,0.22,0.0881,40099.12,1025831.309
688169.SH,20250320,258.0,260.45,249.31,249.78,257.95,-8.17,-3.1673,25950.79,659133.312
688169.SH,20250319,254.0,264.0,253.2,257.95,255.25,2.7,1.0578,31753.56,825336.597
688169.SH,20250318,250.25,255.54,249.0,255.25,248.35,6.9,2.7783,26159.54,660785.892
688169.SH,20250317,249.0,251.6,246.14,248.35,247.2,1.15,0.4652,22267.13,554237.799
688169.SH,20250314,240.89,247.5,239.35,247.2,240.9,6.3,2.6152,31637.61,772822.076
688169.SH,20250313,237.0,242.5,236.65,240.9,237.84,3.06,1.2866,29424.39,705562.044
688169.SH,20250312,242.0,243.68,237.51,237.84,242.22,-4.38,-1.8083,28517.79,683358.161
688169.SH,20250311,242.86,245.72,237.7,242.22,245.82,-3.6,-1.4645,24664.15,593715.618
688169.SH,20250310,242.88,246.07,239.05,245.82,242.86,2.96,1.2188,26980.09,655536.882
688169.SH,20250307,245.0,245.56,241.51,242.86,245.98,-3.12,-1.2684,25583.53,622328.009
688169.SH,20250306,236.9,245.98,233.28,245.98,234.8,11.18,4.7615,45486.02,1089214.297
688169.SH,20250305,234.99,236.5,233.12,234.8,235.62,-0.82,-0.348,23927.25,562244.475
688169.SH,20250304,234.06,236.84,233.08,235.62,234.76,0.86,0.3663,26202.75,616147.926
688169.SH,20250303,240.0,243.5,232.94,234.76,239.0,-4.24,-1.7741,41878.88,994339.552
688169.SH,20250228,245.0,247.0,235.02,239.0,254.28,-15.28,-6.0091,52235.01,1261906.079
688169.SH,20250227,260.99,264.43,251.21,254.28,260.22,-5.94,-2.2827,38394.28,988697.384
688169.SH,20250226,260.1,265.99,257.01,260.22,260.1,0.12,0.0461,44128.76,1152736.065
688169.SH,20250225,260.5,265.6,259.73,260.1,265.59,-5.49,-2.0671,33145.93,867429.79
688169.SH,20250224,268.93,270.31,259.11,265.59,269.39,-3.8,-1.4106,39637.15,1052263.941
688169.SH,20250221,253.51,272.42,245.35,269.39,252.23,17.16,6.8033,65958.57,1704588.308
688169.SH,20250220,248.08,254.88,245.17,252.23,248.03,4.2,1.6933,33786.03,849458.901
688169.SH,20250219,244.55,251.2,243.01,248.03,245.3,2.73,1.1129,43207.73,1068128.042
688169.SH,20250218,252.0,255.73,244.8,245.3,254.12,-8.82,-3.4708,44425.98,1110563.862
688169.SH,20250217,260.0,260.01,248.5,254.12,256.6,-2.48,-0.9665,39196.9,990860.144
688169.SH,20250214,243.27,263.0,243.1,256.6,244.95,11.65,4.7561,51473.32,1306149.434
688169.SH,20250213,235.96,249.8,234.86,244.95,236.32,8.63,3.6518,50070.66,1226490.672
688169.SH,20250212,237.0,244.38,234.25,236.32,239.18,-2.86,-1.1958,30541.62,725897.383
688169.SH,20250211,240.0,244.5,237.5,239.18,239.1,0.08,0.0335,28541.85,688167.781
688169.SH,20250210,237.9,243.88,236.56,239.1,237.03,2.07,0.8733,27631.46,661002.38
688169.SH,20250207,234.76,240.67,232.17,237.03,234.76,2.27,0.9669,37028.19,879670.042
688169.SH,20250206,221.0,236.49,221.0,234.76,223.55,11.21,5.0145,42467.9,978732.051
688169.SH,20250205,232.01,232.19,215.81,223.55,228.79,-5.24,-2.2903,39210.76,865801.931
688169.SH,20250127,228.21,234.81,226.03,228.79,227.78,1.01,0.4434,27393.98,633032.431
688169.SH,20250124,228.0,229.92,223.12,227.78,229.18,-1.4,-0.6109,27206.74,614608.808
688169.SH,20250123,235.51,237.93,228.51,229.18,235.22,-6.04,-2.5678,28142.97,655575.427
688169.SH,20250122,236.28,238.66,228.07,235.22,238.66,-3.44,-1.4414,26845.09,625140.111
688169.SH,20250121,236.0,239.73,232.5,238.66,235.0,3.66,1.5574,25585.08,604033.872
688169.SH,20250120,238.83,240.93,233.85,235.0,237.1,-2.1,-0.8857,22692.42,538812.478
688169.SH,20250117,235.72,240.5,232.63,237.1,237.3,-0.2,-0.0843,24332.55,575833.714
688169.SH,20250116,226.0,239.92,224.12,237.3,224.03,13.27,5.9233,41478.92,977016.849
688169.SH,20250115,226.0,229.87,222.5,224.03,226.5,-2.47,-1.0905,23053.14,521118.282
688169.SH,20250114,220.0,226.88,218.0,226.5,219.99,6.51,2.9592,28030.09,626036.342
688169.SH,20250113,223.9,227.57,218.98,219.99,223.8,-3.81,-1.7024,23289.55,518061.681
688169.SH,20250110,233.98,233.98,223.6,223.8,235.28,-11.48,-4.8793,30684.65,698021.432
688169.SH,20250109,239.86,239.86,234.51,235.28,240.91,-5.63,-2.337,26070.58,616199.938
688169.SH,20250108,231.8,243.0,231.25,240.91,234.18,6.73,2.8739,38091.63,905861.754
688169.SH,20250107,235.0,245.0,230.38,234.18,235.19,-1.01,-0.4294,50815.41,1209062.356
688169.SH,20250106,228.9,237.96,222.75,235.19,226.12,9.07,4.0111,52244.4,1214222.071
688169.SH,20250103,221.3,230.88,221.3,226.12,220.3,5.82,2.6419,45065.99,1025794.511
688169.SH,20250102,219.3,228.95,216.13,220.3,219.29,1.01,0.4606,38370.81,854515.505
688169.SH,20241231,222.8,225.0,218.5,219.29,222.68,-3.39,-1.5224,28249.66,625735.273
688169.SH,20241230,211.02,224.3,211.02,222.68,211.02,11.66,5.5255,45502.01,1003832.132
688169.SH,20241227,209.07,213.42,207.19,211.02,210.0,1.02,0.4857,25174.42,529341.16
688169.SH,20241226,212.0,213.87,209.7,210.0,212.66,-2.66,-1.2508,18898.46,399790.647
688169.SH,20241225,215.99,215.99,210.0,212.66,215.96,-3.3,-1.5281,21879.76,465640.516
688169.SH,20241224,215.12,219.19,214.67,215.96,215.4,0.56,0.26,16633.71,360238.03
688169.SH,20241223,216.9,219.39,212.46,215.4,216.02,-0.62,-0.287,26915.01,580736.78
688169.SH,20241220,219.2,220.44,216.02,216.02,218.22,-2.2,-1.0082,23615.62,514283.168
688169.SH,20241219,218.01,219.82,216.29,218.22,221.38,-3.16,-1.4274,21504.01,468185.134
688169.SH,20241218,224.27,224.93,217.88,221.38,224.31,-2.93,-1.3062,23288.12,513592.156
688169.SH,20241217,220.99,229.66,220.88,224.31,222.94,1.37,0.6145,29864.57,677864.709
688169.SH,20241216,220.8,225.5,216.6,222.94,223.12,-0.18,-0.0807,37675.75,831960.863
688169.SH,20241213,220.5,226.73,218.18,223.12,223.12,0.0,0.0,89351.19,1983598.672
688169.SH,20241212,225.0,226.83,220.52,223.12,224.51,-1.39,-0.6191,41975.11,938354.384
688169.SH,20241211,231.63,232.52,223.2,224.51,231.64,-7.13,-3.0781,35810.8,817090.891
688169.SH,20241210,236.1,236.71,228.5,231.64,226.51,5.13,2.2648,41374.47,960445.385
688169.SH,20241209,225.0,229.62,221.6,226.51,226.0,0.51,0.2257,25403.66,574454.564
688169.SH,20241206,218.0,229.0,217.3,226.0,218.11,7.89,3.6174,35402.07,801360.177
688169.SH,20241205,216.05,220.7,216.03,218.11,217.8,0.31,0.1423,17873.41,390546.397
688169.SH,20241204,221.61,222.2,215.51,217.8,222.54,-4.74,-2.13,27945.0,608653.599
688169.SH,20241203,219.85,224.56,219.01,222.54,222.51,0.03,0.0135,21814.74,483672.047
688169.SH,20241202,218.79,222.6,214.0,222.51,214.5,8.01,3.7343,46493.9,1018593.091
688169.SH,20241129,204.66,215.49,204.5,214.5,205.5,9.0,4.3796,44859.55,952207.994
688169.SH,20241128,208.6,209.5,204.61,205.5,208.84,-3.34,-1.5993,26229.38,542655.996
688169.SH,20241127,197.64,210.0,194.02,208.84,197.5,11.34,5.7418,45607.74,937493.22
688169.SH,20241126,196.0,199.99,193.88,197.5,196.41,1.09,0.555,19161.7,379951.15
688169.SH,20241125,204.0,204.82,193.8,196.41,203.52,-7.11,-3.4935,37106.17,732214.301
688169.SH,20241122,213.25,215.34,202.58,203.52,213.07,-9.55,-4.4821,34056.26,710925.326
688169.SH,20241121,215.97,216.11,212.66,213.07,215.93,-2.86,-1.3245,24878.82,531534.334
688169.SH,20241120,218.0,218.0,215.3,215.93,218.72,-2.79,-1.2756,22994.45,497082.863
688169.SH,20241119,217.5,219.95,213.66,218.72,217.78,0.94,0.4316,25193.74,545507.894
688169.SH,20241118,220.0,220.99,214.23,217.78,218.95,-1.17,-0.5344,22049.54,478649.354
688169.SH,20241115,224.0,226.0,218.88,218.95,226.9,-7.95,-3.5037,28951.8,642163.64
688169.SH,20241114,231.0,232.96,226.6,226.9,230.96,-4.06,-1.7579,33842.91,775206.744
688169.SH,20241113,222.0,232.0,221.81,230.96,223.08,7.88,3.5324,49514.34,1126742.382
